observationTime,salinity,ph,dissolvedoxygen,dissolvedmethane,cdom,temperature
2024-11-15 11:00:56,34.2880000,8.0150000,3.9740000,0.0639888,0.3620000,29.9130000
2024-11-15 10:30:56,34.6260000,8.0360000,4.6650000,0.1593155,0.2710000,29.4170000
2024-11-15 10:00:56,34.4390000,8.0350000,4.6250000,0.0478511,0.4520000,29.6710000
2024-11-15 09:30:56,33.3040000,8.0190000,4.6530000,0.0240000,0.1810000,30.2810000
2024-11-15 09:00:56,33.7980000,8.0420000,4.6530000,0.1590000,0.0900000,30.2260000
2024-11-15 08:30:56,33.1760000,8.0400000,4.6060000,0.0270000,0.1810000,30.1900000
2024-11-15 08:00:56,33.1760000,8.0400000,4.5980000,0.0510000,0.1810000,30.1900000
2024-11-15 07:30:56,33.1530000,8.0380000,4.5670000,0.0770000,0.0900000,30.1640000
2024-11-15 06:30:56,33.1950000,8.0310000,4.5560000,0.0110000,0.3620000,30.2130000
2024-11-15 05:30:56,33.2230000,8.0300000,4.5580000,0.1640000,0.8140000,30.2070000
2024-11-15 05:00:56,33.1800000,8.0300000,4.5140000,0.0940000,0.4520000,30.1720000
2024-11-15 04:30:56,33.1640000,8.0300000,4.5140000,0.0990000,0.7230000,30.1480000
2024-11-15 04:00:56,33.1300000,8.0380000,4.5140000,0.1060000,0.1810000,30.1100000
2024-11-15 03:30:56,33.1300000,8.0380000,4.5140000,0.0640000,0.8140000,30.1100000
2024-11-15 03:00:56,33.1300000,8.0380000,4.5180000,0.1110000,0.7230000,30.1100000
2024-11-15 02:30:56,33.1300000,8.0380000,4.5410000,0.0640000,0.4520000,30.1100000
2024-11-15 02:00:56,33.1230000,8.0390000,4.5410000,0.1450000,0.5420000,30.0770000
2024-11-15 01:30:56,33.1540000,8.0330000,4.5370000,0.0220000,0.2710000,30.1550000
2024-11-15 01:00:56,33.1540000,8.0330000,4.5370000,0.1410000,0.9040000,30.1550000
2024-11-15 00:30:56,33.1460000,8.0330000,4.5480000,0.1650000,0.4520000,30.1730000
2024-11-15 00:00:56,33.1460000,8.0330000,4.5530000,0.1090000,0.2710000,30.1730000
2024-11-14 23:30:56,33.1180000,8.0340000,4.5520000,0.0150000,0.2710000,30.1180000
2024-11-14 23:00:56,33.1440000,8.0330000,4.5520000,0.1630000,0.9040000,30.1560000
2024-11-14 22:30:56,33.1270000,8.0320000,4.5580000,0.0280000,0.0900000,30.1540000
2024-11-14 22:00:56,33.1880000,8.0290000,4.5740000,0.0700000,0.0900000,30.2850000
2024-11-14 21:30:56,33.2090000,8.0290000,4.5740000,0.1384041,0.5420000,30.2930000
2024-11-14 21:00:56,33.2190000,8.0300000,4.5790000,0.0640000,0.0900000,30.2970000
2024-11-14 20:30:56,33.2190000,8.0300000,4.6190000,0.0260000,0.8140000,30.2970000
2024-11-14 20:00:56,33.2470000,8.0250000,4.5990000,0.0930000,0.9940000,30.2840000
2024-11-14 19:30:56,33.2600000,8.0220000,4.6190000,0.1120000,0.8140000,30.2610000
2024-11-14 19:00:56,33.2670000,8.0170000,4.6230000,0.1020000,0.0900000,30.3000000
2024-11-14 18:30:56,33.2490000,8.0130000,4.6340000,0.1230000,0.2710000,30.2710000
2024-11-14 18:00:56,33.2510000,8.0070000,4.6170000,0.1130000,0.5420000,30.3040000
2024-11-14 17:30:56,33.2450000,8.0010000,4.6420000,0.0560000,0.5420000,30.2720000
2024-11-14 17:00:56,33.1480000,7.9910000,4.6040000,0.1110000,0.6330000,30.3060000
2024-11-14 16:30:56,33.2050000,7.9830000,4.6280000,0.1160000,0.1810000,30.2160000
2024-11-14 16:00:56,33.3590000,7.9750000,4.4710000,0.0560000,0.8140000,30.2410000
2024-11-14 15:30:56,33.2540000,7.9580000,3.5140000,0.0670000,0.1810000,30.2750000
2024-11-14 15:00:56,33.7360000,7.9440000,3.5140000,0.0090000,0.0900000,30.2060000
2024-11-14 14:30:56,34.5140000,7.9250000,3.5140000,0.0090000,0.0900000,29.4240000
2024-11-14 14:00:56,34.5140000,7.9250000,3.5140000,0.1590000,0.6330000,29.4240000
2024-11-14 13:30:56,34.5140000,7.9250000,3.5140000,0.0050000,1.0850000,29.4240000
2024-11-14 13:00:56,34.5140000,7.9250000,3.5139999,0.0740000,0.4520000,29.4240000
2024-11-14 12:30:56,34.5140000,7.9250000,3.5139999,0.0740000,0.2710000,29.4240000
2024-11-14 12:00:56,34.5139999,7.9250998,3.5139999,0.1130000,0.7230000,29.4244003
2024-11-14 11:30:56,34.5139999,7.9250998,3.5140000,0.1170000,0.4520000,29.4244003
2024-11-14 11:00:56,34.5139999,7.9250998,3.5140000,0.0600000,0.9940000,29.4244003
2024-11-14 10:30:56,34.5140000,7.9250000,3.5140000,0.0200000,0.1810000,29.4240000
2024-11-14 10:00:56,34.5140000,7.9250000,3.5140000,0.0130000,0.3620000,29.4240000
2024-11-14 09:30:56,34.5140000,7.9250000,3.5140000,0.1170000,0.9040000,29.4240000
2024-11-14 09:00:56,34.5140000,7.9250000,3.5140000,0.0760000,0.9040000,29.4240000
2024-11-14 08:30:56,34.5140000,7.9250000,3.5240000,0.0960000,0.2712000,29.4240000
2024-11-14 08:00:56,34.5140000,7.9250000,3.4380000,0.1130000,0.2712000,29.4240000
2024-11-14 07:30:56,34.5220000,7.9270000,3.4380000,0.0560000,0.2712000,29.4070000
2024-11-14 07:00:56,34.4890000,7.9310000,3.4380000,0.1380000,0.0904000,29.4330000
2024-11-14 06:30:56,34.4890000,7.9310000,3.3840000,0.0480000,0.1810000,29.4330000
2024-11-14 06:00:56,34.4890000,7.9310000,3.5390000,0.0870000,0.5420000,29.4330000
2024-11-14 03:30:56,34.4340000,7.9440000,3.5840000,0.1290000,1.3560000,29.4910000
2024-11-14 03:00:56,34.3930000,7.9460000,3.4770000,0.0580000,0.2710000,29.5220000
2024-11-14 02:30:56,34.3710000,7.9480000,3.4630000,0.0010000,0.3620000,29.5440000
2024-11-14 02:00:56,34.3910000,7.9500000,3.5060000,0.1420000,0.9940000,29.5410000
2024-11-14 01:30:56,34.4830000,7.9530000,3.5350000,0.1380000,0.1810000,29.4530000
2024-11-14 01:00:56,34.2920000,7.9530000,3.6930000,0.1230000,0.1810000,29.6380000
2024-11-14 00:30:56,34.3610000,7.9620000,3.7720000,0.0330000,0.8140000,29.5790000
2024-11-14 00:00:56,34.0790000,7.9570000,3.8780000,0.1620000,0.1810000,29.8210000
2024-11-13 23:30:56,34.1800000,7.9630000,3.8250000,0.0100000,1.0850000,29.7420000
2024-11-13 23:00:56,34.0390000,7.9560000,3.8250000,0.1240000,0.9040000,29.8750000
2024-11-13 22:30:56,34.0430000,7.9340000,3.8250000,0.0050000,0.6330000,29.8810000
2024-11-13 22:00:56,34.0430000,7.9340000,3.8250000,0.0160000,0.7230000,29.8810000
2024-11-13 21:30:56,34.0430000,7.9340000,3.7780000,0.1510000,0.1810000,29.8810000
2024-11-13 21:00:56,34.0430000,7.9340000,3.7780000,0.0040000,0.6330000,29.8810000
2024-11-13 19:00:56,34.4640000,7.9440000,3.7780000,0.0760000,0.0900000,29.5330000
2024-11-13 18:30:56,34.4640000,7.9440000,3.8430000,0.0520000,0.1810000,29.5330000
2024-11-13 18:00:56,34.4640000,7.9440000,3.8430000,0.0060000,0.0900000,29.5330000
2024-11-13 17:30:56,34.4690000,7.9450000,3.8710000,0.1080000,1.2660000,29.5210000
2024-11-13 17:00:56,34.4690000,7.9450000,3.9020000,0.1330000,0.5420000,29.5210000
2024-11-13 16:30:56,34.4150000,7.9470000,3.8050000,0.0030000,0.5420000,29.5970000
2024-11-13 16:00:56,34.3950000,7.9500000,3.7920000,0.0090000,0.1810000,29.6200000
2024-11-13 15:30:56,34.3250000,7.9500000,3.8240000,0.0120000,0.0900000,29.6600000
2024-11-13 14:00:56,34.1720000,7.9490000,3.9050000,0.1170000,0.3620000,29.7690000
2024-11-13 13:30:56,34.1410000,7.9470000,3.8640000,0.1080000,0.2710000,29.8030000
2024-11-13 13:00:56,34.0760000,7.9440000,3.8360000,0.0270000,0.0900000,29.8880000
2024-11-13 12:30:56,34.1620000,7.9450000,3.8360000,0.1300000,0.3620000,29.7740000
2024-11-13 12:00:56,34.1460000,7.9460000,3.8360000,0.1260000,0.4520000,29.7880000
2024-11-13 11:30:56,34.1460000,7.9460000,3.8790000,0.1300000,0.4520000,29.7880000
2024-11-13 11:00:56,34.1460000,7.9460000,3.9000000,0.0880000,0.2710000,29.7880000
2024-11-13 10:30:56,34.1940000,7.9500000,3.9230000,0.0100000,0.1810000,29.7570000
2024-11-13 10:00:56,34.2000000,7.9530000,3.9960000,0.1380000,0.1810000,29.7550000
2024-11-13 09:30:56,34.0540000,7.9510000,3.9380000,0.1400000,0.3620000,29.8940000
2024-11-13 09:00:56,34.0010000,7.9510000,3.9380000,0.0810000,0.7230000,29.9550000
2024-11-13 08:30:56,34.0700000,7.9540000,3.9650000,0.0420000,0.0900000,29.8720000
2024-11-13 08:00:56,34.0700000,7.9540000,4.0650000,0.1230000,1.1750000,29.8720000
2024-11-13 07:30:56,34.0640000,7.9530000,3.8590000,0.0450000,1.0850000,29.8860000
2024-11-13 07:00:56,33.7550000,7.9410000,3.8780000,0.1130000,0.0900000,30.1480000
2024-11-13 06:30:56,34.2000000,7.9530000,3.8810000,0.1000000,0.3620000,29.7790000
2024-11-13 06:00:56,34.2250000,7.9560000,3.9090000,0.0760000,0.0900000,29.7780000
2024-11-13 05:30:56,34.0700000,7.9510000,3.8670000,0.0990000,0.2710000,29.8730000
2024-11-13 05:00:56,34.0900000,7.9530000,3.9210000,0.0790000,0.3620000,29.8570000
2024-11-13 04:30:56,34.2850000,7.9600000,3.9330000,0.0040000,0.5420000,29.7420000
2024-11-13 04:00:56,34.1830000,7.9630000,4.1070000,0.1300000,0.1810000,29.8060000
2024-11-13 03:30:56,34.1090000,7.9630000,4.1070000,0.1020000,0.9040000,29.8460000
2024-11-13 03:00:56,33.8170000,7.9770000,4.1070000,0.1000000,0.3620000,30.0410000
2024-11-13 02:30:56,33.8170000,7.9770000,4.1070000,0.0550000,0.4520000,30.0410000
2024-11-13 02:00:56,33.8170000,7.9770000,4.1070000,0.0130000,0.6330000,30.0410000
2024-11-13 01:30:56,33.8170000,7.9770000,4.2080000,0.1150000,0.1810000,30.0410000
2024-11-13 01:00:56,33.8170000,7.9770000,4.3460000,0.1070000,0.1810000,30.0410000
2024-11-13 00:30:56,33.8130000,7.9830000,4.2870000,0.0050000,0.4520000,30.0430000
2024-11-13 00:00:56,33.6290000,7.9770000,4.2180000,0.0390000,0.1810000,30.1880000
2024-11-12 23:30:56,33.6880000,7.9790000,4.2630000,0.0160000,0.2710000,30.1410000
2024-11-12 23:00:56,33.7760000,7.9840000,4.3380000,0.1190000,0.1810000,30.0720000
2024-11-12 22:30:56,33.7100000,7.9850000,4.3170000,0.1120000,0.3620000,30.1150000
2024-11-12 22:00:56,33.6550000,7.9850000,4.3670000,0.0320000,1.1750000,30.1520000
2024-11-12 21:30:56,33.6850000,7.9870000,4.3860000,0.1180000,0.2710000,30.1220000
2024-11-12 21:00:56,33.6530000,7.9880000,4.4710000,0.0700000,0.3616000,30.1400000
2024-11-12 20:30:56,33.5990000,7.9860000,4.3740000,0.0260000,1.0848000,30.1630000
2024-11-12 20:00:56,33.5310000,7.9820000,4.3010000,0.1270000,0.1808000,30.1890000
2024-11-12 19:30:56,33.7390000,7.9810000,4.0480000,0.1230000,0.2712000,30.0800000
2024-11-12 19:00:56,33.7490000,7.9760000,4.0480000,0.0615542,0.3616000,30.0820000
2024-11-12 18:00:56,34.3450000,7.9570000,4.0480000,0.0722919,0.6328000,29.7820000
2024-11-12 17:30:56,34.3450000,7.9570000,4.0480000,0.1458088,0.8136000,29.7820000
2024-11-12 17:00:56,34.3450000,7.9570000,4.0480000,0.0103664,0.2712000,29.7820000
2024-11-12 16:30:56,34.3450000,7.9570000,4.0480000,0.1719480,0.9040000,29.7820000
2024-11-12 16:00:56,34.3450000,7.9570000,4.0190000,0.0862658,0.2712000,29.7820000
2024-11-12 15:30:56,34.3450000,7.9570000,4.0330000,0.0304561,0.1808000,29.7820000
2024-11-12 15:00:56,34.4840000,7.9610000,3.9840000,0.1407090,0.8136000,29.5780000
2024-11-12 14:30:56,34.5070000,7.9610000,3.9840000,0.1260000,0.2712000,29.5260000
2024-11-12 14:00:56,34.4530000,7.9610000,4.0480000,0.1400000,0.1808000,29.6230000
2024-11-12 13:30:56,34.4530000,7.9610000,3.9910000,0.0760000,0.6328000,29.6230000
2024-11-12 13:00:56,34.4920000,7.9580000,3.9980000,0.0240000,0.0904000,29.5490000
2024-11-12 12:30:56,34.5050000,7.9580000,3.9980000,0.0510000,0.2712000,29.5250000
2024-11-12 12:00:56,34.4830000,7.9540000,3.9710000,0.0660000,0.2712000,29.5540000
2024-11-12 11:30:56,34.4830000,7.9540000,4.0420000,0.1040000,0.3616000,29.5540000
2024-11-12 11:00:56,34.3920000,7.9490000,4.0360000,0.0330000,0.2712000,29.6900000
2024-11-12 10:30:56,34.5360000,7.9510000,3.9590000,0.1230000,0.5424000,29.4680000
2024-11-12 10:00:56,34.5560000,7.9520000,3.9590000,0.1300000,1.0848000,29.4300000
2024-11-12 09:30:56,34.1520000,7.9400000,3.9590000,0.0700000,0.6328000,29.7940000
2024-11-12 09:00:56,34.1520000,7.9400000,4.6390000,0.1060000,0.0904000,29.7940000
2024-11-12 08:30:56,34.1520000,7.9400000,4.6390000,0.0590000,0.1808000,29.7940000
2024-11-12 08:00:56,33.4050000,7.9240000,4.0230000,0.0510000,1.2660000,30.1600000
2024-11-12 07:30:56,33.4050000,7.9240000,4.0000000,0.0440000,1.1750000,30.1600000
2024-11-12 07:00:56,34.3500000,7.9390000,3.9160000,0.0720000,0.0900000,29.6640000
2024-11-12 06:30:56,34.6010000,7.9430000,3.9160000,0.0300000,0.5420000,29.3090000
2024-11-12 06:00:56,34.6190000,7.9460000,3.9010000,0.1050000,0.3620000,29.1840000
2024-11-12 05:30:56,34.6190000,7.9460000,4.0010000,0.0850000,0.6330000,29.1840000
2024-11-12 05:00:56,34.6120000,7.9470000,4.0010000,0.0530000,0.5420000,29.2030000
2024-11-12 04:30:56,34.5970000,7.9530000,4.0110000,0.0870000,0.7230000,29.2960000
2024-11-12 04:00:56,34.5970000,7.9530000,4.0410000,0.0320000,0.0900000,29.2960000
2024-11-12 03:30:56,34.5990000,7.9570000,3.9580000,0.0310000,0.9040000,29.2710000
2024-11-12 03:00:56,34.6010000,7.9550000,3.8650000,0.1340000,0.5420000,29.2980000
2024-11-12 02:30:56,34.5970000,7.9550000,3.8650000,0.0820000,0.9040000,29.3310000
2024-11-12 02:00:56,34.4220000,7.9630000,3.8650000,0.0040000,0.5420000,29.5420000
2024-11-12 01:30:56,34.4220000,7.9630000,3.8650000,0.1280000,0.0900000,29.5420000
